lat,lon,dR,nsv_h
47.974702,16.508433,0.052000000000000005,52.00000000000001
47.975245,16.508243,0.052000000000000005,52.00000000000001
47.975169,16.508785,0.052000000000000005,52.00000000000001
47.975227000000004,16.508210000000002,0.052000000000000005,52.00000000000001
47.975116,16.507858,0.051,51.0
47.975074,16.507778,0.051,51.0
47.975353000000005,16.50828,0.051,51.0
47.975334000000004,16.508460999999997,0.051,51.0
47.974669,16.508836,0.051,51.0
47.975136,16.507914000000003,0.05,50.0
47.974706,16.50879,0.05,50.0
47.975212,16.508182,0.05,50.0
47.975273,16.508672,0.05,50.0
47.97515,16.507963,0.049,49.0
47.975189,16.508768,0.049,49.0
47.975017,16.507839,0.049,49.0
47.975012,16.507797,0.049,49.0
47.97532,16.508402,0.049,49.0
47.974863,16.50924,0.049,49.0
47.975038,16.507796,0.049,49.0
47.97529,16.508421,0.049,49.0
47.975158,16.507996,0.048,48.0
47.97525,16.508709,0.048,48.0
47.975246999999996,16.508475,0.047,47.0
47.97525,16.508473000000002,0.047,47.0
47.975241,16.508492,0.047,47.0
47.975251,16.508484,0.047,47.0
47.975251,16.508485,0.047,47.0
47.975252000000005,16.508485999999998,0.047,47.0
47.97525,16.508487,0.047,47.0
47.975251,16.508489,0.047,47.0
47.975248,16.508494,0.047,47.0
47.975245,16.508492999999998,0.047,47.0
47.975326,16.508453,0.047,47.0
47.975251,16.508476,0.047,47.0
47.975232,16.508485999999998,0.047,47.0
47.97524,16.50849,0.047,47.0
47.975232,16.508467,0.047,47.0
47.975232,16.50848,0.047,47.0
47.975229,16.508476,0.047,47.0
47.975228,16.508472,0.047,47.0
47.975304,16.508364999999998,0.047,47.0
47.975229,16.508468,0.047,47.0
47.975232,16.508467,0.047,47.0
47.975232,16.508470000000003,0.047,47.0
47.975239,16.508488,0.047,47.0
47.975234,16.508474,0.047,47.0
47.975235,16.508474,0.047,47.0
47.975235999999995,16.508477,0.047,47.0
47.975237,16.508481,0.047,47.0
47.975239,16.508484,0.047,47.0
47.975352,16.508579,0.047,47.0
47.975312,16.508461999999998,0.047,47.0
47.975232,16.508485999999998,0.047,47.0
47.974725,16.508769,0.047,47.0
47.97533,16.508557,0.046,46.0
47.975272,16.508439000000003,0.046,46.0
47.975322,16.508514,0.046,46.0
47.974738,16.508753,0.046,46.0
47.975254,16.508473000000002,0.046,46.0
47.97527,16.508434,0.046,46.0
47.975271,16.508439000000003,0.046,46.0
47.975259,16.508457999999997,0.046,46.0
47.975376000000004,16.508575,0.046,46.0
47.975304,16.508502,0.046,46.0
47.975032,16.507821,0.046,46.0
47.975423,16.508545,0.045,45.0
47.975454,16.508529,0.045,45.0
47.974771999999994,16.50871,0.045,45.0
47.975304,16.50848,0.045,45.0
47.975334000000004,16.508425,0.045,45.0
47.975451,16.50853,0.044000000000000004,44.00000000000001
47.97544,16.508541,0.044000000000000004,44.00000000000001
47.975336,16.508449,0.044000000000000004,44.00000000000001
47.975239,16.508781,0.044000000000000004,44.00000000000001
47.97522,16.508732000000002,0.044000000000000004,44.00000000000001
47.975192,16.508868,0.043,43.0
47.975224,16.508803,0.043,43.0
47.975303000000004,16.508426,0.043,43.0
47.975286,16.508738,0.043,43.0
47.975204999999995,16.508854,0.042,42.0
47.975406,16.508597,0.042,42.0
47.974922,16.509171,0.042,42.0
47.975173,16.508902,0.042,42.0
47.975348,16.508445000000002,0.042,42.0
47.975156,16.5089,0.042,42.0
47.974942,16.509155,0.042,42.0
47.974981,16.5091,0.042,42.0
47.975014,16.509034,0.040999999999999995,40.99999999999999
47.975357,16.508651,0.040999999999999995,40.99999999999999
47.974989,16.509093,0.040999999999999995,40.99999999999999
47.9753,16.508719,0.040999999999999995,40.99999999999999
47.975103000000004,16.508944,0.040999999999999995,40.99999999999999
47.975124,16.508924,0.040999999999999995,40.99999999999999
47.975145,16.508909,0.040999999999999995,40.99999999999999
47.975318,16.508703,0.040999999999999995,40.99999999999999
47.975161,16.508905,0.040999999999999995,40.99999999999999
47.975065,16.508978,0.04,40.0
47.975362,16.508449,0.04,40.0
47.9754,16.508606,0.04,40.0
47.975341,16.508672,0.04,40.0
47.974992,16.50781,0.04,40.0
47.975029,16.509023000000003,0.04,40.0
47.975389,16.50838,0.04,40.0
47.975075,16.508972,0.04,40.0
47.975451,16.508535000000002,0.039,39.0
47.975371,16.508414000000002,0.039,39.0
47.975388,16.508373000000002,0.036000000000000004,36.00000000000001
47.975426,16.508573000000002,0.032,32.0
47.975374,16.508321,0.031,31.0
